fname,itp,its,channels,network,magnitude
IM.NV11._2009-01-25T20_08_43.686_2009-01-25T20_12_41.347.npz,2400,5906,SHZ,IM,2.2
IM.NV11._2009-01-25T22_44_20.695_2009-01-25T22_48_37.802.npz,2400,6685,SHZ,IM,2.1
IM.NV11._2009-01-26T02_05_58.731_2009-01-26T02_10_15.706.npz,2400,6679,SHZ,IM,2.4
IM.NV11._2009-01-26T08_11_55.650_2009-01-26T08_16_11.846.npz,2400,6648,SHZ,IM,2.6
IM.NV11._2009-01-26T12_40_44.096_2009-01-26T12_45_03.106.npz,2400,6761,SHZ,IM,2.0
IM.NV11._2009-01-26T21_11_59.769_2009-01-26T21_16_17.540.npz,2400,6711,SHZ,IM,2.0
IM.NV11._2009-01-26T23_38_36.487_2009-01-26T23_42_51.853.npz,2400,6615,SHZ,IM,2.6
IM.NV11._2009-01-27T01_31_33.009_2009-01-27T01_37_18.439.npz,965,8782,SHZ,IM,3.2
IM.NV11._2009-01-27T04_07_09.605_2009-01-27T04_11_26.561.npz,2400,6678,SHZ,IM,1.9
IM.NV11._2009-01-27T05_00_16.032_2009-01-27T05_04_29.611.npz,2400,6543,SHZ,IM,2.6
IM.NV11._2009-01-27T05_42_10.756_2009-01-27T05_46_06.132.npz,2400,5815,SHZ,IM,3.1
IM.NV11._2009-01-27T07_01_30.369_2009-01-27T07_05_47.852.npz,2400,6700,SHZ,IM,2.7
IM.NV11._2009-01-27T09_45_48.505_2009-01-27T09_50_02.249.npz,2400,6549,SHZ,IM,2.8
IM.NV11._2009-01-27T09_58_31.608_2009-01-27T10_03_05.633.npz,921,5882,SHZ,IM,1.6
IM.NV11._2009-01-27T10_13_23.775_2009-01-27T10_17_37.751.npz,2400,6560,SHZ,IM,3.0
IM.NV11._2009-01-27T12_42_38.522_2009-01-27T12_46_55.411.npz,2400,6676,SHZ,IM,2.1
IM.NV11._2009-01-27T15_41_54.610_2009-01-27T15_46_51.343.npz,41,5910,SHZ,IM,2.3
IM.NV11._2009-01-27T19_24_29.974_2009-01-27T19_29_08.560.npz,999,6143,SHZ,IM,2.8
IM.NV11._2009-01-27T19_59_21.997_2009-01-27T20_05_01.278.npz,23,7595,SHZ,IM,3.3
IM.NV11._2009-01-28T01_38_08.035_2009-01-28T01_43_11.747.npz,916,7064,SHZ,IM,2.0
IM.NV11._2009-01-28T05_31_06.839_2009-01-28T05_36_06.227.npz,944,6920,SHZ,IM,2.3
IM.NV11._2009-01-28T05_53_14.018_2009-01-28T05_56_52.774.npz,557,4682,SHZ,IM,2.6
IM.NV11._2009-01-28T06_37_17.392_2009-01-28T06_41_34.591.npz,2400,6688,SHZ,IM,3.5
IM.NV11._2009-01-28T06_52_27.308_2009-01-28T06_58_32.628.npz,465,9078,SHZ,IM,2.0
IM.NV11._2009-01-28T08_29_03.278_2009-01-28T08_33_19.974.npz,2400,6667,SHZ,IM,1.9
IM.NV11._2009-01-28T08_34_56.646_2009-01-28T08_39_13.396.npz,2400,6670,SHZ,IM,2.2
IM.NV11._2009-01-28T09_34_51.983_2009-01-28T09_39_08.681.npz,2400,6668,SHZ,IM,2.3
IM.NV11._2009-01-28T17_01_02.320_2009-01-28T17_05_19.306.npz,2400,6680,SHZ,IM,2.6
IM.NV11._2009-01-28T20_47_10.919_2009-01-28T20_51_27.646.npz,2400,6669,SHZ,IM,2.6
IM.NV11._2009-01-28T21_42_28.614_2009-01-28T21_46_57.362.npz,2400,7150,SHZ,IM,2.2
IM.NV11._2009-01-28T23_52_23.517_2009-01-28T23_56_41.323.npz,2400,6712,SHZ,IM,2.3
IM.NV11._2009-01-29T00_15_14.222_2009-01-29T00_19_31.827.npz,2400,6705,SHZ,IM,2.2
IM.NV11._2009-01-29T00_47_07.852_2009-01-29T00_51_34.657.npz,2400,7072,SHZ,IM,1.5
IM.NV11._2009-01-29T01_48_39.476_2009-01-29T01_52_57.156.npz,2400,6707,SHZ,IM,3.6
IM.NV11._2009-01-29T03_47_17.447_2009-01-29T03_51_42.718.npz,2400,7011,SHZ,IM,2.8
IM.NV11._2009-01-29T04_37_52.119_2009-01-29T04_42_16.107.npz,2400,6960,SHZ,IM,2.2
IM.NV11._2009-01-29T05_26_48.647_2009-01-29T05_31_03.504.npz,2400,6595,SHZ,IM,2.4
IM.NV11._2009-01-29T05_31_10.238_2009-01-29T05_35_24.352.npz,2400,6565,SHZ,IM,1.9
IM.NV11._2009-01-29T05_46_19.697_2009-01-29T05_50_36.928.npz,2400,6690,SHZ,IM,2.1
IM.NV11._2009-01-29T08_42_22.708_2009-01-29T08_46_29.109.npz,2400,6256,SHZ,IM,4.1
IM.NV11._2009-01-29T11_08_18.529_2009-01-29T11_12_35.787.npz,2400,6690,SHZ,IM,2.5
IM.NV11._2009-01-29T19_05_28.558_2009-01-29T19_09_41.228.npz,2400,6507,SHZ,IM,1.8
IM.NV11._2009-01-29T19_20_26.009_2009-01-29T19_24_32.868.npz,2400,6274,SHZ,IM,3.1
IM.NV11._2009-01-30T09_07_04.331_2009-01-30T09_11_15.768.npz,2400,6457,SHZ,IM,2.6
IM.NV11._2009-01-30T13_26_23.063_2009-01-30T13_31_13.575.npz,100,5721,SHZ,IM,4.6
IM.NV11._2009-01-30T19_03_54.346_2009-01-30T19_09_38.910.npz,553,8336,SHZ,IM,3.3
IM.NV11._2009-01-31T00_12_15.478_2009-01-31T00_16_32.933.npz,2400,6698,SHZ,IM,1.9
IM.NV11._2009-01-31T01_41_07.288_2009-01-31T01_45_22.075.npz,2400,6592,SHZ,IM,2.7
IM.NV11._2009-01-31T04_39_45.254_2009-01-31T04_45_33.581.npz,854,8787,SHZ,IM,3.2
IM.NV11._2009-01-31T07_11_08.554_2009-01-31T07_17_21.961.npz,235,9171,SHZ,IM,2.0
IM.NV11._2009-01-31T12_34_41.189_2009-01-31T12_40_16.179.npz,346,7746,SHZ,IM,2.1
IM.NV11._2009-01-31T13_44_15.290_2009-01-31T13_48_32.484.npz,2400,6688,SHZ,IM,3.2
IM.NV11._2009-01-31T14_33_50.487_2009-01-31T14_38_04.951.npz,2400,6579,SHZ,IM,2.0
IM.NV11._2009-01-31T20_50_49.139_2009-01-31T20_55_05.599.npz,2400,6658,SHZ,IM,2.2
IM.NV11._2009-01-31T21_09_09.747_2009-01-31T21_12_46.980.npz,776,4811,SHZ,IM,3.8
IM.NV11._2009-01-31T21_20_19.393_2009-01-31T21_24_36.790.npz,2400,6696,SHZ,IM,1.8
IM.NV11._2009-01-31T23_06_05.526_2009-01-31T23_11_27.562.npz,63,6944,SHZ,IM,3.6
IM.NV11._2009-02-01T06_02_09.201_2009-02-01T06_07_32.124.npz,463,7379,SHZ,IM,3.1
IM.NV11._2009-02-01T06_02_39.362_2009-02-01T06_06_16.870.npz,733,4783,SHZ,IM,3.0
IM.NV11._2009-02-01T07_51_15.487_2009-02-01T07_55_32.372.npz,2400,6675,SHZ,IM,2.7
IM.NV11._2009-02-01T12_21_31.567_2009-02-01T12_26_54.283.npz,289,7198,SHZ,IM,3.2
IM.NV11._2009-02-01T13_25_31.143_2009-02-01T13_29_45.995.npz,2400,6594,SHZ,IM,2.3
IM.NV11._2009-02-01T14_35_07.376_2009-02-01T14_39_24.565.npz,2400,6687,SHZ,IM,1.5
IM.NV11._2009-02-01T16_05_06.674_2009-02-01T16_09_22.985.npz,2400,6653,SHZ,IM,2.1
IM.NV11._2009-02-01T20_22_27.355_2009-02-01T20_27_18.238.npz,792,6427,SHZ,IM,2.8
IM.NV11._2009-02-01T22_05_23.962_2009-02-01T22_09_36.309.npz,2400,6494,SHZ,IM,2.4
IM.NV11._2009-02-02T01_21_47.847_2009-02-02T01_26_19.817.npz,2400,7279,SHZ,IM,2.5
IM.NV11._2009-02-02T06_59_27.625_2009-02-02T07_04_30.680.npz,776,6899,SHZ,IM,2.2
IM.NV11._2009-02-02T09_50_55.519_2009-02-02T09_55_57.875.npz,623,6718,SHZ,IM,2.0
IM.NV11._2009-02-02T13_32_17.533_2009-02-02T13_36_41.585.npz,2400,6962,SHZ,IM,2.0
IM.NV11._2009-02-02T16_11_43.804_2009-02-02T16_16_01.790.npz,2400,6719,SHZ,IM,2.9
IM.NV11._2009-02-02T20_44_15.204_2009-02-02T20_48_51.060.npz,2400,7434,SHZ,IM,0.8
IM.NV11._2009-02-02T23_29_12.746_2009-02-02T23_34_36.488.npz,615,7565,SHZ,IM,2.1
IM.NV11._2009-02-03T05_41_26.776_2009-02-03T05_45_44.080.npz,2400,6692,SHZ,IM,1.8
IM.NV11._2009-02-03T18_08_19.032_2009-02-03T18_13_42.851.npz,692,7645,SHZ,IM,2.0
IM.NV11._2009-02-03T21_46_26.120_2009-02-03T21_50_21.695.npz,2400,5823,SHZ,IM,2.5
IM.NV11._2009-02-04T00_58_54.725_2009-02-04T01_03_09.378.npz,2400,6587,SHZ,IM,2.0
IM.NV11._2009-02-04T04_52_59.543_2009-02-04T04_56_08.078.npz,3600,5913,SHZ,IM,3.0
IM.NV11._2009-02-04T05_55_00.912_2009-02-04T05_59_18.448.npz,2400,6701,SHZ,IM,1.4
IM.NV11._2009-02-04T11_28_02.348_2009-02-04T11_33_29.257.npz,687,7764,SHZ,IM,3.0
IM.NV11._2009-02-04T16_15_16.311_2009-02-04T16_21_15.445.npz,69,8434,SHZ,IM,3.3
IM.NV11._2009-02-04T17_14_46.158_2009-02-04T17_18_51.549.npz,2400,6215,SHZ,IM,2.8
IM.NV11._2009-02-04T21_01_29.123_2009-02-04T21_05_13.899.npz,237,4723,SHZ,IM,2.1
IM.NV11._2009-02-05T00_38_13.351_2009-02-05T00_42_30.042.npz,2400,6667,SHZ,IM,2.0
IM.NV11._2009-02-05T04_02_00.256_2009-02-05T04_06_16.663.npz,2400,6656,SHZ,IM,2.9
IM.NV11._2009-02-05T16_04_49.854_2009-02-05T16_09_25.717.npz,530,5564,SHZ,IM,0.6
IM.NV11._2009-02-05T20_34_38.243_2009-02-05T20_39_49.896.npz,496,6962,SHZ,IM,2.0
IM.NV11._2009-02-05T23_39_47.368_2009-02-05T23_45_31.698.npz,745,8518,SHZ,IM,2.8
IM.NV11._2009-02-06T00_20_16.609_2009-02-06T00_23_55.259.npz,963,5082,SHZ,IM,3.7
IM.NV11._2009-02-06T02_39_06.976_2009-02-06T02_43_23.493.npz,2400,6660,SHZ,IM,2.6
IM.NV11._2009-02-06T08_53_37.302_2009-02-06T08_59_23.566.npz,521,8371,SHZ,IM,2.9
IM.NV11._2009-02-06T22_13_16.446_2009-02-06T22_16_54.016.npz,357,4411,SHZ,IM,2.2
IM.NV11._2009-02-07T08_51_12.080_2009-02-07T08_57_17.750.npz,286,8913,SHZ,IM,2.3
IM.NV11._2009-02-07T13_58_22.227_2009-02-07T14_02_00.246.npz,374,4454,SHZ,IM,3.1
IM.NV11._2009-02-07T15_37_39.116_2009-02-07T15_43_50.887.npz,305,9176,SHZ,IM,2.8
IM.NV11._2009-02-07T17_55_08.140_2009-02-07T17_59_55.303.npz,853,6340,SHZ,IM,2.1
IM.NV11._2009-02-07T21_21_44.336_2009-02-07T21_25_55.971.npz,2400,6465,SHZ,IM,2.4
IM.NV11._2009-02-08T02_55_18.680_2009-02-08T03_00_07.892.npz,51,5619,SHZ,IM,2.1
IM.NV11._2009-02-08T05_24_57.621_2009-02-08T05_30_04.764.npz,438,6724,SHZ,IM,2.1
IM.NV11._2009-02-08T09_27_31.736_2009-02-08T09_33_27.621.npz,629,8864,SHZ,IM,2.7
IM.NV11._2009-02-08T12_53_32.512_2009-02-08T12_57_49.552.npz,2400,6682,SHZ,IM,1.4
IM.NV11._2009-02-08T13_57_12.373_2009-02-08T14_00_43.107.npz,763,4408,SHZ,IM,3.1
IM.NV11._2009-02-08T15_36_32.862_2009-02-08T15_40_47.526.npz,2400,6587,SHZ,IM,1.8
IM.NV11._2009-02-08T16_15_12.903_2009-02-08T16_19_29.617.npz,2400,6668,SHZ,IM,1.8
IM.NV11._2009-02-08T20_29_12.728_2009-02-08T20_33_35.958.npz,2400,6929,SHZ,IM,2.9
IM.NV11._2009-02-09T08_03_55.160_2009-02-09T08_10_06.005.npz,739,9573,SHZ,IM,2.3
IM.NV11._2009-02-09T16_52_29.859_2009-02-09T16_56_42.914.npz,2400,6522,SHZ,IM,2.9
IM.NV11._2009-02-09T21_11_12.857_2009-02-09T21_15_23.941.npz,2400,6443,SHZ,IM,4.0
IM.NV11._2009-02-09T21_36_11.011_2009-02-09T21_40_46.891.npz,496,5531,SHZ,IM,1.3
IM.NV11._2009-02-09T21_37_13.881_2009-02-09T21_41_25.615.npz,2400,6469,SHZ,IM,2.1
IM.NV11._2009-02-09T21_50_42.442_2009-02-09T21_54_54.065.npz,2400,6465,SHZ,IM,3.0
IM.NV11._2009-02-09T21_54_28.831_2009-02-09T21_58_40.062.npz,2400,6449,SHZ,IM,3.8
IM.NV11._2009-02-10T11_03_33.712_2009-02-10T11_08_58.196.npz,104,7083,SHZ,IM,2.8
IM.NV11._2009-02-10T15_09_53.993_2009-02-10T15_13_43.283.npz,2400,5572,SHZ,IM,2.6
IM.NV11._2009-02-10T23_11_31.329_2009-02-10T23_15_44.198.npz,2400,6514,SHZ,IM,2.9
IM.NV11._2009-02-11T05_14_03.082_2009-02-11T05_17_47.139.npz,602,5045,SHZ,IM,2.5
IM.NV11._2009-02-11T07_00_29.025_2009-02-11T07_05_56.262.npz,577,7667,SHZ,IM,2.6
IM.NV11._2009-02-11T07_25_56.680_2009-02-11T07_31_24.984.npz,896,8028,SHZ,IM,2.5
IM.NV11._2009-02-11T09_21_52.291_2009-02-11T09_27_59.815.npz,665,9366,SHZ,IM,2.0
IM.NV11._2009-02-11T09_43_07.465_2009-02-11T09_48_35.678.npz,294,7423,SHZ,IM,2.3
IM.NV11._2009-02-11T11_32_33.695_2009-02-11T11_38_46.526.npz,450,9364,SHZ,IM,2.2
IM.NV11._2009-02-11T11_36_31.663_2009-02-11T11_40_09.237.npz,835,4889,SHZ,IM,2.0
IM.NV11._2009-02-11T18_51_12.679_2009-02-11T18_55_29.614.npz,2400,6677,SHZ,IM,2.6
IM.NV11._2009-02-11T18_54_41.606_2009-02-11T19_00_09.410.npz,155,7267,SHZ,IM,2.4
IM.NV11._2009-02-11T23_21_58.844_2009-02-11T23_26_15.131.npz,2400,6652,SHZ,IM,2.4
IM.NV11._2009-02-11T23_29_34.489_2009-02-11T23_35_30.823.npz,940,9193,SHZ,IM,3.2
IM.NV11._2009-02-12T01_18_05.908_2009-02-12T01_22_27.590.npz,2400,6867,SHZ,IM,1.5
IM.NV11._2009-02-12T03_36_11.569_2009-02-12T03_40_22.405.npz,2400,6434,SHZ,IM,2.3
IM.NV11._2009-02-12T08_40_27.625_2009-02-12T08_45_52.901.npz,971,7983,SHZ,IM,2.5
IM.NV11._2009-02-12T09_36_02.260_2009-02-12T09_39_40.204.npz,936,5013,SHZ,IM,3.0
IM.NV11._2009-02-12T14_29_37.877_2009-02-12T14_34_19.167.npz,942,6193,SHZ,IM,1.4
IM.NV11._2009-02-12T19_07_17.836_2009-02-12T19_13_03.350.npz,539,8360,SHZ,IM,3.0
IM.NV11._2009-02-13T01_52_37.137_2009-02-13T01_56_14.607.npz,337,4385,SHZ,IM,2.7
IM.NV11._2009-02-13T04_48_54.578_2009-02-13T04_54_21.164.npz,518,7581,SHZ,IM,3.1
IM.NV11._2009-02-13T04_56_16.354_2009-02-13T05_00_35.639.npz,2400,6771,SHZ,IM,1.7
IM.NV11._2009-02-13T08_06_00.771_2009-02-13T08_10_22.909.npz,2400,6886,SHZ,IM,2.0
IM.NV11._2009-02-13T10_01_10.076_2009-02-13T10_05_24.601.npz,2400,6581,SHZ,IM,2.1
IM.NV11._2009-02-13T14_56_59.824_2009-02-13T15_01_20.351.npz,2400,6822,SHZ,IM,2.3
IM.NV11._2009-02-13T20_18_30.665_2009-02-13T20_22_50.587.npz,2400,6797,SHZ,IM,2.0
IM.NV11._2009-02-14T07_17_14.757_2009-02-14T07_23_25.657.npz,595,9431,SHZ,IM,2.0
IM.NV11._2009-02-14T12_20_08.453_2009-02-14T12_24_29.365.npz,2400,6836,SHZ,IM,1.9
IM.NV11._2009-02-14T12_38_28.049_2009-02-14T12_42_12.333.npz,391,4849,SHZ,IM,2.0
IM.NV11._2009-02-14T15_01_40.465_2009-02-14T15_07_20.287.npz,63,7656,SHZ,IM,2.4
IM.NV11._2009-02-14T15_02_29.076_2009-02-14T15_06_45.707.npz,2400,6665,SHZ,IM,1.9
IM.NV11._2009-02-14T18_48_38.777_2009-02-14T18_52_50.030.npz,2400,6450,SHZ,IM,2.8
IM.NV11._2009-02-14T22_29_18.115_2009-02-14T22_33_39.627.npz,971,5432,SHZ,IM,1.7
IM.NV11._2009-02-14T23_18_06.466_2009-02-14T23_22_43.855.npz,485,5581,SHZ,IM,3.0
IM.NV11._2009-02-15T02_18_02.356_2009-02-15T02_22_39.171.npz,592,5664,SHZ,IM,1.9
IM.NV11._2009-02-15T03_47_11.153_2009-02-15T03_51_29.067.npz,2400,6716,SHZ,IM,2.2
IM.NV11._2009-02-15T07_27_15.102_2009-02-15T07_31_31.994.npz,2400,6675,SHZ,IM,1.9
IM.NV11._2009-02-15T10_02_36.193_2009-02-15T10_06_52.582.npz,2400,6656,SHZ,IM,1.8
IM.NV11._2009-02-15T12_51_50.758_2009-02-15T12_56_04.501.npz,2400,6550,SHZ,IM,2.5
IM.NV11._2009-02-15T13_43_44.013_2009-02-15T13_48_00.992.npz,2400,6679,SHZ,IM,1.7
IM.NV11._2009-02-15T15_56_26.702_2009-02-15T16_02_13.682.npz,365,8244,SHZ,IM,2.6
IM.NV11._2009-02-15T16_23_13.106_2009-02-15T16_27_29.345.npz,2400,6649,SHZ,IM,1.7
IM.NV11._2009-02-15T18_39_23.626_2009-02-15T18_44_52.360.npz,609,7758,SHZ,IM,2.6
IM.NV11._2009-02-15T19_42_59.093_2009-02-15T19_47_16.119.npz,2400,6681,SHZ,IM,2.0
IM.NV11._2009-02-15T21_42_52.904_2009-02-15T21_46_43.432.npz,2400,5621,SHZ,IM,2.8
IM.NV11._2009-02-15T22_05_10.514_2009-02-15T22_08_49.416.npz,626,4760,SHZ,IM,3.3
IM.NV11._2009-02-15T23_08_33.892_2009-02-15T23_12_50.934.npz,2400,6682,SHZ,IM,1.7
IM.NV11._2009-02-15T23_49_21.421_2009-02-15T23_54_51.363.npz,33,7231,SHZ,IM,2.8
IM.NV11._2009-02-16T00_20_25.240_2009-02-16T00_25_54.945.npz,78,7266,SHZ,IM,3.2
IM.NV11._2009-02-16T01_03_30.420_2009-02-16T01_07_11.507.npz,495,4761,SHZ,IM,3.6
IM.NV11._2009-02-16T01_12_41.754_2009-02-16T01_18_12.155.npz,489,7705,SHZ,IM,4.2
IM.NV11._2009-02-16T01_23_51.322_2009-02-16T01_29_19.006.npz,700,7808,SHZ,IM,2.9
IM.NV11._2009-02-16T03_56_48.298_2009-02-16T04_01_07.292.npz,2400,6760,SHZ,IM,1.8
IM.NV11._2009-02-16T11_29_38.520_2009-02-16T11_35_24.022.npz,105,7925,SHZ,IM,2.6
IM.NV11._2009-02-16T13_20_27.806_2009-02-16T13_24_42.230.npz,2400,6577,SHZ,IM,2.5
IM.NV11._2009-02-16T14_50_24.426_2009-02-16T14_54_40.841.npz,2400,6656,SHZ,IM,1.8
IM.NV11._2009-02-16T15_46_16.281_2009-02-16T15_52_12.263.npz,544,8783,SHZ,IM,2.4
IM.NV11._2009-02-16T23_23_29.320_2009-02-16T23_28_56.505.npz,651,7739,SHZ,IM,2.7
IM.NV11._2009-02-17T00_04_35.221_2009-02-17T00_08_45.624.npz,2400,6416,SHZ,IM,2.6
IM.NV11._2009-02-17T07_19_02.984_2009-02-17T07_24_32.354.npz,831,8006,SHZ,IM,2.9
IM.NV11._2009-02-17T09_31_53.071_2009-02-17T09_37_17.184.npz,827,7792,SHZ,IM,2.5
IM.NV11._2009-02-17T18_37_37.727_2009-02-17T18_41_54.576.npz,2400,6674,SHZ,IM,1.8
IM.NV11._2009-02-17T20_59_28.919_2009-02-17T21_04_57.537.npz,94,7239,SHZ,IM,2.8
IM.NV11._2009-02-18T01_22_45.238_2009-02-18T01_27_32.580.npz,238,5732,SHZ,IM,2.1
IM.NV11._2009-02-18T03_23_50.742_2009-02-18T03_29_19.709.npz,118,7277,SHZ,IM,2.9
IM.NV11._2009-02-18T09_27_34.513_2009-02-18T09_33_03.771.npz,475,7645,SHZ,IM,3.2
IM.NV11._2009-02-18T09_41_22.324_2009-02-18T09_47_07.923.npz,152,7976,SHZ,IM,2.7
IM.NV11._2009-02-18T12_41_49.858_2009-02-18T12_47_30.327.npz,651,8270,SHZ,IM,2.5
IM.NV11._2009-02-18T14_51_11.797_2009-02-18T14_55_27.720.npz,2400,6637,SHZ,IM,3.0
IM.NV11._2009-02-18T18_56_22.372_2009-02-18T19_00_58.320.npz,2400,7438,SHZ,IM,2.9
IM.NV11._2009-02-18T19_33_22.743_2009-02-18T19_37_16.200.npz,2400,5739,SHZ,IM,2.3
IM.NV11._2009-02-18T20_13_55.316_2009-02-18T20_19_21.231.npz,910,7947,SHZ,IM,2.5
IM.NV11._2009-02-18T20_58_29.932_2009-02-18T21_02_45.909.npz,2400,6639,SHZ,IM,2.1
IM.NV11._2009-02-19T00_28_32.537_2009-02-19T00_32_10.518.npz,77,4155,SHZ,IM,2.9
IM.NV11._2009-02-19T01_00_59.399_2009-02-19T01_05_03.666.npz,2400,6171,SHZ,IM,2.7
IM.NV11._2009-02-19T03_29_08.603_2009-02-19T03_32_59.971.npz,2400,5654,SHZ,IM,2.4
IM.NV11._2009-02-19T07_22_35.538_2009-02-19T07_26_08.127.npz,708,4464,SHZ,IM,2.6
IM.NV11._2009-02-19T09_34_28.845_2009-02-19T09_40_38.631.npz,128,8920,SHZ,IM,2.5
IM.NV11._2009-02-19T11_28_37.481_2009-02-19T11_33_03.340.npz,768,5402,SHZ,IM,2.9
IM.NV11._2009-02-19T12_43_59.404_2009-02-19T12_49_45.199.npz,962,8793,SHZ,IM,2.6
IM.NV11._2009-02-19T13_14_58.743_2009-02-19T13_19_14.881.npz,2400,6646,SHZ,IM,2.1
IM.NV11._2009-02-19T13_54_58.418_2009-02-19T14_00_53.907.npz,553,8773,SHZ,IM,2.8
IM.NV11._2009-02-19T14_59_06.102_2009-02-19T15_04_35.761.npz,790,7976,SHZ,IM,2.8
IM.NV11._2009-02-19T15_28_58.650_2009-02-19T15_35_08.253.npz,621,9406,SHZ,IM,2.3
IM.NV11._2009-02-19T15_34_25.261_2009-02-19T15_40_34.885.npz,341,9126,SHZ,IM,2.2
IM.NV11._2009-02-19T16_25_14.148_2009-02-19T16_29_30.144.npz,2400,6640,SHZ,IM,3.8
IM.NV11._2009-02-19T17_39_55.021_2009-02-19T17_44_11.414.npz,2400,6656,SHZ,IM,2.5
IM.NV11._2009-02-19T18_21_18.612_2009-02-19T18_25_35.988.npz,2400,6695,SHZ,IM,2.2
IM.NV11._2009-02-19T20_01_09.706_2009-02-19T20_05_35.708.npz,2400,7040,SHZ,IM,2.8
IM.NV11._2009-02-20T06_20_51.420_2009-02-20T06_24_30.348.npz,720,4855,SHZ,IM,2.7
IM.NV11._2009-02-20T10_29_24.641_2009-02-20T10_33_09.221.npz,915,5389,SHZ,IM,3.7
IM.NV11._2009-02-20T10_43_47.146_2009-02-20T10_49_14.399.npz,32,7122,SHZ,IM,2.8
IM.NV11._2009-02-20T12_18_56.576_2009-02-20T12_22_29.448.npz,209,3980,SHZ,IM,3.6
IM.NV11._2009-02-20T13_55_17.474_2009-02-20T13_59_33.396.npz,2400,6637,SHZ,IM,2.9
IM.NV11._2009-02-22T19_16_41.742_2009-02-22T19_20_33.874.npz,2400,5685,SHZ,IM,3.1
IM.NV11._2009-02-23T12_23_42.469_2009-02-23T12_28_03.191.npz,2400,6829,SHZ,IM,1.8
IM.NV11._2009-02-23T14_54_04.990_2009-02-23T14_58_21.138.npz,2400,6646,SHZ,IM,2.8
IM.NV11._2009-02-23T15_31_22.222_2009-02-23T15_35_41.872.npz,2400,6786,SHZ,IM,2.8
IM.NV11._2009-02-23T23_59_27.564_2009-02-24T00_03_45.150.npz,2400,6704,SHZ,IM,1.9
IM.NV11._2009-02-24T06_08_06.128_2009-02-24T06_12_23.040.npz,2400,6676,SHZ,IM,3.0
IM.NV11._2009-02-24T07_11_40.236_2009-02-24T07_16_21.909.npz,2400,7667,SHZ,IM,4.6
IM.NV11._2009-02-24T07_12_21.424_2009-02-24T07_17_02.691.npz,623,5874,SHZ,IM,4.2
IM.NV11._2009-02-24T13_53_31.403_2009-02-24T13_57_07.959.npz,262,4255,SHZ,IM,2.5
IM.NV11._2009-02-24T20_14_17.054_2009-02-24T20_18_40.790.npz,2400,6949,SHZ,IM,3.3
IM.NV11._2009-02-24T20_22_05.412_2009-02-24T20_27_33.607.npz,799,7927,SHZ,IM,3.0
IM.NV11._2009-02-24T22_24_29.052_2009-02-24T22_28_46.708.npz,2400,6706,SHZ,IM,1.5
IM.NV11._2009-02-24T22_29_17.719_2009-02-24T22_33_58.510.npz,853,6085,SHZ,IM,1.7
IM.NV11._2009-02-25T01_57_44.458_2009-02-25T02_02_02.480.npz,2400,6721,SHZ,IM,2.3
IM.NV11._2009-02-25T03_25_46.352_2009-02-25T03_30_02.362.npz,2400,6640,SHZ,IM,2.7
IM.NV11._2009-02-26T09_53_15.017_2009-02-26T09_57_23.388.npz,2400,6335,SHZ,IM,4.0
IM.NV11._2009-02-26T13_53_47.764_2009-02-26T13_59_34.947.npz,616,8503,SHZ,IM,2.9
IM.NV11._2009-02-26T14_41_47.307_2009-02-26T14_47_38.183.npz,292,8327,SHZ,IM,2.9
IM.NV11._2009-02-26T15_55_03.762_2009-02-26T16_00_28.726.npz,232,7231,SHZ,IM,2.8
IM.NV11._2009-02-26T16_08_45.756_2009-02-26T16_12_24.667.npz,681,4815,SHZ,IM,3.2
IM.NV11._2009-02-26T16_59_43.007_2009-02-26T17_05_34.310.npz,200,8252,SHZ,IM,3.0
IM.NV11._2009-02-26T20_19_16.361_2009-02-26T20_23_34.310.npz,2400,6718,SHZ,IM,1.5
IM.NV11._2009-02-26T21_02_17.000_2009-02-26T21_06_38.136.npz,2400,6846,SHZ,IM,2.4
IM.NV11._2009-02-26T22_50_01.162_2009-02-26T22_53_39.913.npz,197,4322,SHZ,IM,2.6
IM.NV11._2009-02-27T03_12_41.085_2009-02-27T03_16_57.281.npz,2400,6648,SHZ,IM,1.5
IM.NV11._2009-02-27T07_33_26.865_2009-02-27T07_37_48.856.npz,2400,6880,SHZ,IM,2.0
IM.NV11._2009-02-27T07_36_58.853_2009-02-27T07_40_38.756.npz,799,4993,SHZ,IM,2.9
IM.NV11._2009-02-27T08_19_17.141_2009-02-27T08_23_36.309.npz,2400,6767,SHZ,IM,2.1
IM.NV11._2009-02-27T15_09_52.402_2009-02-27T15_13_31.946.npz,958,5129,SHZ,IM,3.0
IM.NV11._2009-02-27T16_23_51.284_2009-02-27T16_28_05.293.npz,2400,6560,SHZ,IM,2.1
IM.NV11._2009-02-27T19_42_51.310_2009-02-27T19_46_46.203.npz,2400,5796,SHZ,IM,2.6
IM.NV11._2009-02-28T08_17_17.663_2009-02-28T08_20_55.051.npz,610,4654,SHZ,IM,2.2
IM.NV11._2009-02-28T12_18_34.849_2009-02-28T12_23_08.468.npz,2400,7345,SHZ,IM,4.2
IM.NV11._2009-02-28T16_47_16.151_2009-02-28T16_52_05.142.npz,390,5949,SHZ,IM,2.0
IM.NV11._2009-02-28T22_25_40.328_2009-02-28T22_30_14.481.npz,800,5766,SHZ,IM,4.8
IM.NV11._2009-02-28T22_38_54.291_2009-02-28T22_44_27.797.npz,45,7385,SHZ,IM,3.3
